Symbol,Leg Symbol,Product,Futures Root,Expire Date,Leg Ratio,Leg Side,Description,Complex,Tick Size,Contract Size,Test Symbol
0003GC,0003G9,ZVXTY/N9,ZVXTY,7/24/2019,1,B,ZVXTY Monthly Jul 2019,FALSE,penny,1000,TRUE
0003GC,00035g,ZVXTY/K9,ZVXTY,5/22/2019,1,S,ZVXTY Monthly May 2019,FALSE,penny,1000,TRUE
0003GD,,VX/V9:1:S - VX/X9:2:B,VX,10/16/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GD,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GD,00031Y,VX/V9,VX,10/16/2019,1,S,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003GE,,VX/U9:1:S - VX/X9:2:B,VX,9/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GE,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GE,0002vI,VX/U9,VX,9/18/2019,1,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003GF,,VX/Q9:1:S - VX/X9:2:B,VX,8/21/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GF,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GF,0002qF,VX/Q9,VX,8/21/2019,1,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003GG,,VX/N9:1:S - VX/X9:2:B,VX,7/17/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GG,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GG,0002V7,VX/N9,VX,7/17/2019,1,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003GH,,VX/M9:1:S - VX/X9:2:B,VX,6/19/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GH,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GH,0002fg,VX/M9,VX,6/19/2019,1,S,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003GI,,VX/K9:1:S - VX/X9:2:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GI,00036t,VX/X9,VX,11/20/2019,2,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GI,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003GK,,VX/U9:1:B - VX/V9:2:S - VX/X9:1:B,VX,9/18/2019,,,VX COMPLEX 3 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GK,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GK,00031Y,VX/V9,VX,10/16/2019,2,S,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003GK,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003GL,,VX/N9:1:B - VX/U9:2:S - VX/X9:1:B,VX,7/17/2019,,,VX COMPLEX 3 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GL,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GL,0002vI,VX/U9,VX,9/18/2019,2,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003GL,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003GM,,VX/K9:1:B - VX/Q9:2:S - VX/X9:1:B,VX,5/22/2019,,,VX COMPLEX 3 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GM,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GM,0002qF,VX/Q9,VX,8/21/2019,2,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003GM,0002aV,VX/K9,VX,5/22/2019,1,B,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003GO,,VX20/K9:1:S - VX/N9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GO,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GO,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003GP,,VX20/K9:1:S - VX/M9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GP,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GP,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003GQ,,VX19/K9:1:S - VX20/K9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GQ,0003GN,VX20/K9,VX,5/15/2019,1,B,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GQ,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003GR,,VX20/K9:1:S - VX/X9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GR,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GR,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003GS,,VX20/K9:1:S - VX/Z9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GS,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GS,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003GT,,VX20/K9:1:S - VX/K9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GT,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GT,0002aV,VX/K9,VX,5/22/2019,1,B,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003GV,,VX18/K9:1:S - VX20/K9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GV,0003GN,VX20/K9,VX,5/15/2019,1,B,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GV,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003GW,,VX20/K9:1:S - VX/V9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GW,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GW,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003GZ,,VX20/K9:1:S - VX/U9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003GZ,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003GZ,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Ga,,VX20/K9:1:S - VX/Q9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ga,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003Ga,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Gc,,VXT20/K9:1:S - VXT/N9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gc,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gc,0002VL,VXT/N9,VXT,7/17/2019,1,B,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003Ge,,VXT20/K9:1:S - VXT/Z9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ge,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Ge,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003Gf,,VXT20/K9:1:S - VXT/U9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gf,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gf,0002vW,VXT/U9,VXT,9/18/2019,1,B,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003Gh,,VXT20/K9:1:S - VXT/M9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gh,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gh,0002fu,VXT/M9,VXT,6/19/2019,1,B,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003Gj,,VXT20/K9:1:S - VXT/Q9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gj,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gj,0002qT,VXT/Q9,VXT,8/21/2019,1,B,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003Gk,,VXT20/K9:1:S - VXT/K9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gk,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gk,0002aj,VXT/K9,VXT,5/22/2019,1,B,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003Gl,,VXT20/K9:1:S - VXT/X9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gl,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gl,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003Gm,,VXT18/K9:1:S - VXT20/K9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gm,0003Gb,VXT20/K9,VXT,5/15/2019,1,B,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gm,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Gn,,VXT19/K9:1:S - VXT20/K9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gn,0003Gb,VXT20/K9,VXT,5/15/2019,1,B,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Gn,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003Go,,VXT20/K9:1:S - VXT/V9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Go,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Go,00031m,VXT/V9,VXT,10/16/2019,1,B,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003Gq,,VX22/K9:1:S - VX/U9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gq,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gq,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Gr,,VX22/K9:1:S - VX/N9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gr,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gr,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003Gs,,VX22/K9:1:S - VX/V9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gs,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gs,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Gt,,VX18/K9:1:S - VX22/K9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gt,0003Gp,VX22/K9,VX,5/29/2019,1,B,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gt,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003Gu,,VX22/K9:1:S - VX/X9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gu,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gu,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003Gw,,VX19/K9:1:S - VX22/K9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gw,0003Gp,VX22/K9,VX,5/29/2019,1,B,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gw,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003Gx,,VX22/K9:1:S - VX/Z9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gx,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gx,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Gy,,VX22/K9:1:S - VX/M9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gy,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gy,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003Gz,,VX22/K9:1:S - VX/Q9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Gz,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Gz,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003H1,,VX/K9:1:S - VX22/K9:1:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H1,0003Gp,VX22/K9,VX,5/29/2019,1,B,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003H1,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003H2,,VX20/K9:1:S - VX22/K9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H2,0003Gp,VX22/K9,VX,5/29/2019,1,B,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003H2,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003H4,,VXT22/K9:1:S - VXT/Z9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H4,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H4,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003H5,,VXT22/K9:1:S - VXT/U9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H5,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H5,0002vW,VXT/U9,VXT,9/18/2019,1,B,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003H6,,VXT22/K9:1:S - VXT/V9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H6,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H6,00031m,VXT/V9,VXT,10/16/2019,1,B,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003H7,,VXT22/K9:1:S - VXT/Q9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H7,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H7,0002qT,VXT/Q9,VXT,8/21/2019,1,B,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003H8,,VXT22/K9:1:S - VXT/N9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H8,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H8,0002VL,VXT/N9,VXT,7/17/2019,1,B,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003H9,,VXT22/K9:1:S - VXT/X9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003H9,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003H9,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003HA,,VXT19/K9:1:S - VXT22/K9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HA,0003H3,VXT22/K9,VXT,5/29/2019,1,B,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003HA,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003HC,,VXT22/K9:1:S - VXT/M9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HC,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003HC,0002fu,VXT/M9,VXT,6/19/2019,1,B,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003HE,,VXT20/K9:1:S - VXT22/K9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HE,0003H3,VXT22/K9,VXT,5/29/2019,1,B,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003HE,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003HF,,VXT/K9:1:S - VXT22/K9:1:B,VXT,5/22/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HF,0003H3,VXT22/K9,VXT,5/29/2019,1,B,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003HF,0002aj,VXT/K9,VXT,5/22/2019,1,S,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003HG,,VXT18/K9:1:S - VXT22/K9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HG,0003H3,VXT22/K9,VXT,5/29/2019,1,B,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003HG,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003HI,,VX/Z9:1:S - VX/F0:1:B,VX,12/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HI,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HI,0003Cj,VX/Z9,VX,12/18/2019,1,S,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003HJ,,VX/V9:1:S - VX/F0:1:B,VX,10/16/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HJ,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HJ,00031Y,VX/V9,VX,10/16/2019,1,S,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003HK,,VX19/K9:1:S - VX/F0:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HK,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HK,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003HL,,VX/N9:1:S - VX/F0:1:B,VX,7/17/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HL,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HL,0002V7,VX/N9,VX,7/17/2019,1,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003HM,,VX/K9:1:S - VX/F0:1:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HM,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HM,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003HN,,VX/X9:1:S - VX/F0:1:B,VX,11/20/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HN,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HN,00036t,VX/X9,VX,11/20/2019,1,S,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003HO,,VX/Q9:1:S - VX/F0:1:B,VX,8/21/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HO,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HO,0002qF,VX/Q9,VX,8/21/2019,1,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003HP,,VX20/K9:1:S - VX/F0:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HP,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HP,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003HQ,,VX/U9:1:S - VX/F0:1:B,VX,9/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HQ,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HQ,0002vI,VX/U9,VX,9/18/2019,1,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003HR,,VX/M9:1:S - VX/F0:1:B,VX,6/19/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HR,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HR,0002fg,VX/M9,VX,6/19/2019,1,S,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003HS,,VX22/K9:1:S - VX/F0:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HS,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HS,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003HU,,VX18/K9:1:S - VX/F0:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HU,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003HU,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003HW,,VXT/Q9:1:S - VXT/F0:1:B,VXT,8/21/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HW,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003HW,0002qT,VXT/Q9,VXT,8/21/2019,1,S,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003HX,,VXT19/K9:1:S - VXT/F0:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HX,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003HX,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003HY,,VXT/M9:1:S - VXT/F0:1:B,VXT,6/19/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HY,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003HY,0002fu,VXT/M9,VXT,6/19/2019,1,S,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
