Symbol,Leg Symbol,Product,Futures Root,Expire Date,Leg Ratio,Leg Side,Description,Complex,Tick Size,Contract Size,Test Symbol
0003BW,0002Th,ZVA/M0,ZVA,6/19/2020,1,B,ZVA Monthly Jun 2020,FALSE,nickel,1,TRUE
0003BX,,ZVA/N9:1:S - ZVA/Z0:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BX,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BX,0001pf,ZVA/Z0,ZVA,12/18/2020,1,B,ZVA Monthly Dec 2020,FALSE,nickel,1,TRUE
0003BZ,,ZVA/K9:1:S - ZVA/N9:1:B,ZVA,5/17/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BZ,0003BO,ZVA/N9,ZVA,7/19/2019,1,B,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BZ,00035k,ZVA/K9,ZVA,5/17/2019,1,S,ZVA Monthly May 2019,FALSE,nickel,1,TRUE
0003Bc,,ZVA/Q9:1:S - ZVA/Z1:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bc,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bc,0002zc,ZVA/Z1,ZVA,12/17/2021,1,B,ZVA Monthly Dec 2021,FALSE,nickel,1,TRUE
0003Bd,,ZVA/Q9:1:S - ZVA/U9:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bd,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bd,0002TT,ZVA/U9,ZVA,9/20/2019,1,B,ZVA Monthly Sep 2019,FALSE,nickel,1,TRUE
0003Be,,ZVA/K9:1:S - ZVA/Q9:1:B,ZVA,5/17/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Be,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,B,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Be,00035k,ZVA/K9,ZVA,5/17/2019,1,S,ZVA Monthly May 2019,FALSE,nickel,1,TRUE
0003Bf,,ZVA/Q9:1:S - ZVA/M0:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bf,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bf,0002Th,ZVA/M0,ZVA,6/19/2020,1,B,ZVA Monthly Jun 2020,FALSE,nickel,1,TRUE
0003Bg,,ZVA/Q9:1:S - ZVA/Z0:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bg,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bg,0001pf,ZVA/Z0,ZVA,12/18/2020,1,B,ZVA Monthly Dec 2020,FALSE,nickel,1,TRUE
0003Bi,,ZVA/Q9:1:S - ZVA/H0:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bi,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bi,308,ZVA/H0,ZVA,3/20/2020,1,B,ZVA Monthly Mar 2020,FALSE,nickel,1,TRUE
0003Bj,,ZVA/Q9:1:S - ZVA/Z9:1:B,ZVA,8/16/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bj,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,S,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bj,0001hy,ZVA/Z9,ZVA,12/20/2019,1,B,ZVA Monthly Dec 2019,FALSE,nickel,1,TRUE
0003Bl,,ZVA/M9:1:S - ZVA/Q9:1:B,ZVA,6/21/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bl,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,B,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bl,0001hn,ZVA/M9,ZVA,6/21/2019,1,S,ZVA Monthly Jun 2019,FALSE,nickel,1,TRUE
0003Bm,,ZVA/N9:1:S - ZVA/Q9:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003Bm,0003Bb,ZVA/Q9,ZVA,8/16/2019,1,B,ZVA Monthly Aug 2019,FALSE,nickel,1,TRUE
0003Bm,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003CK,,VX18/K9:1:S - VX/V9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CK,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CK,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003CL,,VX18/K9:1:S - VX/Q9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CL,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CL,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003CM,,VX18/K9:1:S - VX/K9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CM,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CM,0002aV,VX/K9,VX,5/22/2019,1,B,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003CN,,VX18/K9:1:S - VX/M9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CN,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CN,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003CO,,VX18/K9:1:S - VX/U9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CO,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CO,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003CT,,VX18/K9:1:S - VX/X9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CT,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CT,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003CU,,VX18/K9:1:S - VX/N9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CU,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003CU,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003CX,,VXT18/K9:1:S - VXT/N9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CX,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003CX,0002VL,VXT/N9,VXT,7/17/2019,1,B,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003CY,,VXT18/K9:1:S - VXT/X9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CY,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003CY,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003CZ,,VXT18/K9:1:S - VXT/U9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003CZ,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003CZ,0002vW,VXT/U9,VXT,9/18/2019,1,B,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003Cb,,VXT18/K9:1:S - VXT/M9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cb,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Cb,0002fu,VXT/M9,VXT,6/19/2019,1,B,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003Cd,,VXT18/K9:1:S - VXT/Q9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cd,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Cd,0002qT,VXT/Q9,VXT,8/21/2019,1,B,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003Ce,,VXT18/K9:1:S - VXT/K9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ce,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Ce,0002aj,VXT/K9,VXT,5/22/2019,1,B,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003Ch,,VXT18/K9:1:S - VXT/V9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ch,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Ch,00031m,VXT/V9,VXT,10/16/2019,1,B,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003Ck,,VX/N9:1:S - VX/Z9:1:B,VX,7/17/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ck,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Ck,0002V7,VX/N9,VX,7/17/2019,1,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003Cl,,VX/U9:1:S - VX/Z9:1:B,VX,9/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cl,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cl,0002vI,VX/U9,VX,9/18/2019,1,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Cm,,VX/Q9:1:S - VX/Z9:1:B,VX,8/21/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cm,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cm,0002qF,VX/Q9,VX,8/21/2019,1,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Cn,,VX/K9:1:S - VX/Z9:1:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cn,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cn,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003Co,,VX18/K9:1:S - VX/Z9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Co,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Co,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003Cp,,VX/M9:1:S - VX/Z9:1:B,VX,6/19/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cp,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cp,0002fg,VX/M9,VX,6/19/2019,1,S,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003Cr,,VX/V9:1:S - VX/Z9:1:B,VX,10/16/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cr,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cr,00031Y,VX/V9,VX,10/16/2019,1,S,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Cs,,VX/X9:1:S - VX/Z9:1:B,VX,11/20/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cs,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Cs,00036t,VX/X9,VX,11/20/2019,1,S,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003Cy,,VXT/X9:1:S - VXT/Z9:1:B,VXT,11/20/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cy,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003Cy,377,VXT/X9,VXT,11/20/2019,1,S,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003Cz,,VXT/V9:1:S - VXT/Z9:1:B,VXT,10/16/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Cz,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003Cz,00031m,VXT/V9,VXT,10/16/2019,1,S,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003D0,,VXT/N9:1:S - VXT/Z9:1:B,VXT,7/17/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D0,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D0,0002VL,VXT/N9,VXT,7/17/2019,1,S,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003D4,,VXT/K9:1:S - VXT/Z9:1:B,VXT,5/22/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D4,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D4,0002aj,VXT/K9,VXT,5/22/2019,1,S,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003D5,,VXT/Q9:1:S - VXT/Z9:1:B,VXT,8/21/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D5,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D5,0002qT,VXT/Q9,VXT,8/21/2019,1,S,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003D6,,VXT18/K9:1:S - VXT/Z9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D6,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D6,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003D7,,VXT/M9:1:S - VXT/Z9:1:B,VXT,6/19/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D7,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D7,0002fu,VXT/M9,VXT,6/19/2019,1,S,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003D8,,VXT/U9:1:S - VXT/Z9:1:B,VXT,9/18/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003D8,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003D8,0002vW,VXT/U9,VXT,9/18/2019,1,S,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003DC,,VX19/K9:1:S - VX/M9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DC,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DC,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003DD,,VX19/K9:1:S - VX/Z9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DD,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DD,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003DF,,VX19/K9:1:S - VX/X9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DF,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DF,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003DG,,VX18/K9:1:S - VX19/K9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DG,0003DB,VX19/K9,VX,5/8/2019,1,B,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DG,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003DH,,VX19/K9:1:S - VX/V9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DH,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DH,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003DI,,VX19/K9:1:S - VX/N9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DI,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DI,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003DJ,,VX19/K9:1:S - VX/U9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DJ,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DJ,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003DL,,VX19/K9:1:S - VX/K9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DL,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DL,0002aV,VX/K9,VX,5/22/2019,1,B,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003DO,,VX19/K9:1:S - VX/Q9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DO,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003DO,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003DQ,,VXT18/K9:1:S - VXT19/K9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DQ,0003DP,VXT19/K9,VXT,5/8/2019,1,B,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DQ,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003DS,,VXT19/K9:1:S - VXT/K9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DS,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DS,0002aj,VXT/K9,VXT,5/22/2019,1,B,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003DT,,VXT19/K9:1:S - VXT/Q9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DT,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DT,0002qT,VXT/Q9,VXT,8/21/2019,1,B,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003DV,,VXT19/K9:1:S - VXT/M9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DV,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DV,0002fu,VXT/M9,VXT,6/19/2019,1,B,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003DX,,VXT19/K9:1:S - VXT/U9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DX,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DX,0002vW,VXT/U9,VXT,9/18/2019,1,B,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003DY,,VXT19/K9:1:S - VXT/Z9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DY,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DY,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003DZ,,VXT19/K9:1:S - VXT/X9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003DZ,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003DZ,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003Da,,VXT19/K9:1:S - VXT/N9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Da,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003Da,0002VL,VXT/N9,VXT,7/17/2019,1,B,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003Dc,,VXT19/K9:1:S - VXT/V9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dc,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003Dc,00031m,VXT/V9,VXT,10/16/2019,1,B,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003De,,VXTY/K9:1:S - VXTY/N9:1:B,VXTY,5/22/2019,,,VXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003De,0003Dd,VXTY/N9,VXTY,7/24/2019,1,B,10-Year U.S. Treasury Note Monthly Jul 2019,FALSE,penny,1000,FALSE
0003De,00032u,VXTY/K9,VXTY,5/22/2019,1,S,10-Year U.S. Treasury Note Monthly May 2019,FALSE,penny,1000,FALSE
0003Dg,,VXTY/M9:1:S - VXTY/N9:1:B,VXTY,6/26/2019,,,VXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dg,0003Dd,VXTY/N9,VXTY,7/24/2019,1,B,10-Year U.S. Treasury Note Monthly Jul 2019,FALSE,penny,1000,FALSE
0003Dg,00038F,VXTY/M9,VXTY,6/26/2019,1,S,10-Year U.S. Treasury Note Monthly Jun 2019,FALSE,penny,1000,FALSE
0003Dm,,IBHY/K9:1:S - IBHY/N9:1:B,IBHY,5/1/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dm,0003Dl,IBHY/N9,IBHY,7/1/2019,1,B,IBHY Monthly Jul 2019,FALSE,penny,1000,FALSE
0003Dm,00030o,IBHY/K9,IBHY,5/1/2019,1,S,IBHY Monthly May 2019,FALSE,penny,1000,FALSE
0003Do,,IBHY/M9:1:S - IBHY/N9:1:B,IBHY,6/3/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Do,0003Dl,IBHY/N9,IBHY,7/1/2019,1,B,IBHY Monthly Jul 2019,FALSE,penny,1000,FALSE
0003Do,00038N,IBHY/M9,IBHY,6/3/2019,1,S,IBHY Monthly Jun 2019,FALSE,penny,1000,FALSE
0003Dq,,IBHYT/K9:1:S - IBHYT/N9:1:B,IBHYT,5/1/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dq,0003Dp,IBHYT/N9,IBHYT,7/1/2019,1,B,IBHYT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
0003Dq,00033E,IBHYT/K9,IBHYT,5/1/2019,1,S,IBHYT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
0003Ds,,IBHYT/M9:1:S - IBHYT/N9:1:B,IBHYT,6/3/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ds,0003Dp,IBHYT/N9,IBHYT,7/1/2019,1,B,IBHYT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
0003Ds,00038R,IBHYT/M9,IBHYT,6/3/2019,1,S,IBHYT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
0003Dv,,IBIG/K9:1:S - IBIG/N9:1:B,IBIG,5/1/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dv,0003Dt,IBIG/N9,IBIG,7/1/2019,1,B,IBIG Monthly Jul 2019,FALSE,penny,1000,FALSE
